path,SMTInterpol,,Yices2,,Z3alpha,,cvc5,
,result,runtime,result,runtime,result,runtime,result,runtime
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5743_safety_0.smt2,0,0.8970366859575734,0,1201.2580082949717,0,1201.717335016001,0,1201.7394105149433
QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2907_terminationG_0.smt2,0,0.7494862099410966,0,1201.3030892808456,0,1201.7147056139074,0,1201.740258328151
QF_NIA/20170427-VeryMax/ITS/From_T2__fun9.t2__p1403_edge_closing_0.smt2,0,0.9082421599887311,0,1201.3059392399155,1,24.544637639075518,1,742.6341589570511
QF_NIA/AProVE/aproveSMT5468773551032053543.smt2,0,0.8018980330089107,1,0.7310208398848772,1,37.456702139927074,1,135.8178396690637
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21915_terminationG_0.smt2,0,2.4516344900475815,0,1201.3599293930456,0,1201.714290427044,0,829.6828962310683
QF_NIA/20170427-VeryMax/ITS/From_T2__brp_withassume.t2__term_unfeasibility_2_0.smt2,0,1.2884204490110278,1,20.46633469616063,1,79.78695302992128,0,1201.717636629939
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17175_safety_0.smt2,0,0.4930670040193945,0,1201.2793472909834,0,1201.724864639109,0,1201.719747803174
QF_NIA/20170427-VeryMax/ITS/From_T2__n-7.t2__p5106_terminationG_0.smt2,0,0.705637495033443,0,1201.2317043018993,0,1201.714912615018,0,1201.7471628740896
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test6.jar-obl-13__terminationQ_0_0.smt2,0,8.118785076076165,1,26.990750920958817,1,444.36486566998065,0,1201.730733690085
QF_NIA/AProVE/aproveSMT1768500490663685642.smt2,0,0.45619303605053574,1,0.22013203403912485,1,0.4609098138753325,1,0.37680201907642186
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2__p22240_terminationG_0.smt2,0,2.6142729609273374,0,1201.2917439481243,0,1201.7146534419153,0,803.8989756801166
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30950_safety_0.smt2,0,0.6313213469693437,1,0.6102931599598378,1,2.3692498560994864,1,291.3437814610079
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__TriTas.jar-obl-12__p13035_terminationG_0.smt2,0,0.6180535879684612,0,1201.270816004835,1,29.560016747796908,0,1201.738203820074
QF_NIA/AProVE/aproveSMT216462801678736982.smt2,0,0.450664464966394,1,0.2278513719793409,1,1.157208733027801,1,0.43020775192417204
QF_NIA/20170427-VeryMax/ITS/From_T2__bakery.t2__p17083_terminationG_0.smt2,0,0.5956385179888457,1,1.4830108620226383,1,10.351122808875516,1,543.7904597031884
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-ex01.jar-obl-8__p13566_terminationG_0.smt2,0,0.47942886292003095,1,0.22528661601245403,1,135.79197317408398,1,0.3101469138637185
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30710_safety_0.smt2,0,1.168019891018048,1,25.194320284062997,1,3.008172105997801,1,4.182754717068747
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24535_terminationG_0.smt2,0,1.0402917200699449,1,24.34263110696338,1,27.306746497983113,0,1201.7247312208638
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3298_safety_0.smt2,0,0.9365738380001858,1,0.7915514539927244,1,1.112839283887297,0,1201.7212358161341
QF_NIA/20170427-VeryMax/ITS/From_T2__sas2.t2__p21312_terminationG_0.smt2,0,0.9228103270288557,0,1201.221739751054,0,1201.7141483041923,0,1201.7359403998125
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p28165_safety_0.smt2,0,0.5262329099932685,1,0.2457807040773332,1,0.7990946699865162,1,0.2778812791220844
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Gauss.c__p23066_terminationG_0.smt2,0,0.5048499719705433,0,1201.2522993751336,0,1201.719049012987,0,1201.750332426047
QF_NIA/AProVE/aproveSMT3414312162515027546.smt2,0,0.5754514139844105,1,0.4936077818274498,0,1201.7136840380263,0,1201.7133942979854
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-whilePart.jar-obl-8__p14817_safety_0.smt2,0,0.4532329069916159,1,0.26274305605329573,1,1.172915793955326,0,1201.7212462320458
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Toulouse-BranchesToLoop_true-termination.c__p26120_terminationG_0.smt2,0,0.5295871089911088,0,1201.2892740019597,1,2.1993387760594487,1,0.2689395979978144
QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver-succeed.t2__p24775_terminationG_0.smt2,0,0.8281467270571738,0,1201.2184941980522,1,10.471199211897328,0,1201.7216169608291
QF_NIA/20170427-VeryMax/SAT14/969.smt2,0,1.153801335953176,1,1.5032985371071845,1,0.8895653369836509,1,6.718030060874298
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31015_safety_0.smt2,0,0.7921947730937973,1,0.2524282010272145,1,0.33786564506590366,0,1201.7279526828788
QF_NIA/20170427-VeryMax/ITS/From_T2__n-21.t2__p3910_terminationG_0.smt2,0,0.5104232270969078,0,1201.3080808429513,0,1201.7410969701596,0,1201.7268144781701
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17606_safety_0.smt2,0,0.4698230699868873,1,0.23515531816519797,1,0.5573459540028125,1,0.3089191010221839
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test4.jar-obl-10__terminationS_10_0.smt2,0,2.4413374500581995,1,3.7848851101007313,1,29.838424815097824,1,68.996265897993
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2_fixed__terminationS_10_0.smt2,0,1.475545134046115,1,0.817531649954617,1,17.646003999048844,1,6.071879329858348
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p31717_safety_0.smt2,0,0.5616599350469187,1,0.38168309489265084,1,4.439682353986427,1,420.4462632150389
QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27169_terminationG_0.smt2,0,0.7758107910631225,1,1.4950498160906136,1,1.888281400082633,1,0.9811209090985358
QF_NIA/AProVE/aproveSMT4288889373107089830.smt2,0,0.7002845889655873,1,288.49196290713735,1,2.1642796059604734,1,105.75974530517124
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test6.jar-obl-13__terminationS_46_0.smt2,0,1.9623295259661973,0,1201.2832850578707,1,23.292946298839524,1,58.46478753909469
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p31213_safety_0.smt2,0,0.5773853770224378,1,0.23715700791217387,1,1.1021739339921623,1,444.4821147711482
QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2_fixed__p4235_terminationG_0.smt2,0,0.6623737219488248,0,1201.2482926738448,0,1201.715661169961,0,1201.7441553371027
QF_NIA/20170427-VeryMax/ITS/From_T2__mc91test.t2__p3141_terminationG_0.smt2,0,1.1138851159485057,1,0.6527967979200184,1,26.291148259071633,1,1.8207524919416755
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9565_terminationG_0.smt2,0,1.0801563480636105,1,2.040641934843734,1,1.4191732169128954,0,1201.7451432868838
QF_NIA/AProVE/aproveSMT180444191153863419.smt2,0,0.659166447003372,1,1.1388885190244764,1,291.0242095349822,1,403.1743286140263
QF_NIA/20170427-VeryMax/SAT14/1905.smt2,0,0.6612297039246187,1,0.5848434348590672,1,0.290073944022879,1,0.624712745891884
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29976_safety_0.smt2,0,0.8553760510403663,1,3.2597354270983487,1,1.547709712991491,0,1201.734304938931
QF_NIA/AProVE/aproveSMT1198434124194817634.smt2,0,0.6782846678979695,1,0.30741248303093016,1,20.039956976892427,1,244.43914552987553
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10850_edge_closing_0.smt2,0,1.15121832001023,1,192.34519327199087,1,2.5216284648049623,1,772.2237990549766
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6602_safety_0.smt2,0,0.7644139809999615,1,0.3782156070228666,1,0.6472402832005173,0,1201.719053234905
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14942_terminationG_0.smt2,0,0.43511292105540633,1,10.925700708990917,1,0.7457258189097047,1,10.586057221051306
QF_NIA/20170427-VeryMax/ITS/From_T2__edn.t2__p20696_safety_0.smt2,0,0.5807024480309337,1,13.278595141135156,1,23.118393237004057,1,543.6315731219947
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_13.c__terminationS_0_0.smt2,0,0.47096125700045377,0,1201.2554475651123,1,2.8961879638954997,1,0.32029900210909545
QF_NIA/leipzig/term-8UXrgn.smt2,0,0.5391124960733578,1,0.22535966918803751,1,2.3085928009822965,1,420.31448170216754
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32763_safety_0.smt2,0,0.8594896219437942,0,1201.314923626138,0,1201.745315270964,0,1201.7198255241383
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c__p22044_terminationG_0.smt2,0,0.45806550793349743,1,0.23063474195078015,1,0.5744904421735555,1,0.27514039096422493
QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver-succeed.t2__p24747_terminationG_0.smt2,0,1.213487856904976,0,1201.2256062182132,0,1201.7148721828125,0,1201.7438524821773
QF_NIA/mcm/60.smt2,0,1.6787098489003256,0,1201.2193512190133,0,1201.7140399969649,0,1201.7383679798804
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8132_safety_0.smt2,0,0.9060073880245909,1,0.5891200029291213,1,4.673078579828143,1,2.0034817901905626
QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__terminationS_46_0.smt2,0,2.0093071369919926,1,2.8541266098618507,1,3.955725945997983,1,6.938965587178245
QF_NIA/20170427-VeryMax/ITS/From_T2__fun9.t2__p1372_edge_closing_0.smt2,0,0.8815961489453912,0,1201.277154773008,1,68.82095497613773,1,791.0613727211021
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p323_safety_0.smt2,0,0.8181200500112027,1,29.958742602029815,1,22.926228031050414,0,1201.7356599669438
QF_NIA/20170427-VeryMax/SAT14/1861.smt2,0,1.105431403964758,1,0.5732416140381247,1,0.3704628059640527,1,0.7291133441030979
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Factorial.c__p22837_terminationG_0.smt2,0,0.6039096961030737,0,1201.233041050844,1,2.8765331089962274,1,606.3371989869047
QF_NIA/20170427-VeryMax/SAT14/508.smt2,0,0.7449888670817018,1,2.7484771308954805,1,0.42113387817516923,1,0.4953444779384881
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2628_safety_0.smt2,0,0.8274742959765717,0,1201.459817234194,0,1201.7331117740832,0,1201.7161659179255
QF_NIA/AProVE/aproveSMT3074448985082224885.smt2,0,0.6009292030939832,1,0.2994363170582801,1,17.546899003908038,1,2.9038456559646875
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__collatz.c__p22217_terminationG_0.smt2,0,0.6001909320184495,1,0.4010925970505923,1,3.0460140670184046,1,1.8435747940093279
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p29057_safety_0.smt2,0,0.5498504770221189,1,0.35730563988909125,1,7.818582240957767,1,427.4179994738661
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6927_safety_0.smt2,0,0.7965944759780541,1,20.14449704810977,0,1201.7148082451895,1,551.9652628470212
QF_NIA/20170427-VeryMax/ITS/From_T2__randomwalk.t2__p8417_terminationG_0.smt2,0,0.9859809679910541,0,1201.2655339119956,0,1201.7202510770876,1,620.3233326589689
QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-live.t2__p16665_terminationG_0.smt2,0,3.231707453960553,1,0.8239859789609909,1,3.562463517067954,1,3.4677721599582583
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5515_safety_0.smt2,0,0.8170551609946415,1,0.6376612030435354,1,5.942887074081227,0,1201.7182753989473
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5950_terminationG_0.smt2,0,1.1672036630334333,1,3.218771430896595,1,2.748848353046924,1,453.4494025229942
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28383_terminationG_0.smt2,0,0.6786859920248389,0,1201.2219458008185,0,1201.7237250509206,0,1201.7174754079897
QF_NIA/20170427-VeryMax/ITS/From_T2__edn.t2__p21048_safety_0.smt2,0,0.5684762999881059,1,0.28944491199217737,1,15.57158797304146,1,541.0671971740667
QF_NIA/AProVE/aproveSMT2200853247899836240.smt2,0,0.4886484789894894,1,0.24477865709923208,1,0.4045164152048528,1,0.48081576311960816
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-alternDiv.jar-obl-8__p13204_edge_closing_0.smt2,0,0.48984391591511667,1,2.460513467900455,1,26.806522984988987,0,1201.7189390591811
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__DivTernary.jar-obl-10__terminationS_19_0.smt2,0,1.6122691609198228,1,0.7498031088616699,1,14.034990275045857,1,8.689727971097454
QF_NIA/20170427-VeryMax/ITS/From_T2__fun9.t2__p1250_edge_closing_0.smt2,0,0.7423740059603006,1,0.7342111649923027,1,2.842631487874314,1,606.1435800769832
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test13Loops.jar-obl-10__p12702_edge_closing_0.smt2,0,0.7820882240775973,1,25.11499525886029,1,38.18033157498576,1,554.8504039959516
QF_NIA/AProVE/aproveSMT4309622252882227431.smt2,0,0.4357327889883891,1,0.23721524397842586,1,0.28999085584655404,1,420.25287155387923
QF_NIA/20170427-VeryMax/ITS/From_T2__afagp-fail.t2_fixed__p15419_terminationG_0.smt2,0,0.7264264019904658,1,0.6712620789185166,1,37.53248057002202,0,1201.7174947732128
QF_NIA/20220315-MathProblems/STC_0691.smt2,0,0.378208857960999,0,1201.212958188029,1,41.57958652987145,0,1201.7240458189044
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Domino.jar-obl-27__terminationS_3_0.smt2,0,1.4031504209851846,1,0.6213870570063591,1,13.174722308991477,1,4.880836483091116
QF_NIA/AProVE/aproveSMT7390057529407846430.smt2,0,0.5116749400040135,1,0.2590048478450626,1,1.1377802160568535,1,11.287330910097808
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4899_safety_0.smt2,0,0.9014464570209384,0,1201.2448278209195,0,1201.7176240200642,0,1201.7191686748993
QF_NIA/leipzig/term-xNepZV.smt2,0,0.4714809780707583,1,0.23874808801338077,1,0.557379555888474,1,385.30671186209656
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Exc4.jar-obl-8__p29280_edge_closing_0.smt2,0,0.4618378540035337,1,0.23714738502167165,1,0.9981952579692006,1,424.836088526994
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p30010_safety_0.smt2,0,0.5655916039831936,1,0.32643373496830463,1,2.147766905138269,1,1.725917343981564
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2973_safety_0.smt2,0,0.8314214659621939,1,0.2572527069132775,1,1.669273535022512,1,0.661656993906945
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30289_safety_0.smt2,0,0.9185316000366583,1,5.020172826014459,1,0.8019154940266162,1,425.9035052799154
QF_NIA/UltimateLassoRanker/LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1-alloca_unknown-termination.c.i_Iteration6_Lasso+nonterminationTemplate.smt2,0,1.630783147062175,1,0.2853884280193597,1,1.164734078105539,1,0.5236351420171559
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14941_terminationG_0.smt2,0,0.47418146091513336,1,0.22273134114220738,1,102.68026629998349,1,0.2911352510564029
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29947_safety_0.smt2,0,0.8213221350451931,1,0.29029302881099284,1,0.5483464889694005,1,80.5878505341243
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p32075_safety_0.smt2,0,0.5590746849775314,1,0.6207866012118757,1,1.5545803690329194,1,542.6732056280598
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9278_safety_0.smt2,0,0.865499189007096,1,0.40196890686638653,1,35.73680833214894,1,423.89314015815035
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8202_safety_0.smt2,0,0.8467920639086515,1,8.812931922031567,1,6.319185920059681,1,1.96080883895047
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31315_safety_0.smt2,0,0.7086978980805725,1,0.4947114649694413,1,2.3500392858404666,1,134.36631780001335
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10148_safety_0.smt2,0,0.925658738007769,1,1.9394915758166462,1,48.638797275023535,1,607.2641535699368
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13922_edge_closing_0.smt2,0,0.6927882049931213,1,0.27138196397572756,1,2.0505322250537574,1,0.8049597290810198
QF_NIA/20170427-VeryMax/ITS/From_T2__elmhes.t2__term_unfeasibility_3_0.smt2,0,0.7278439369983971,1,0.2962948940694332,1,1.9581555351614952,1,1.5502629219554365
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__DivTernary.jar-obl-10__terminationS_12_0.smt2,0,1.3768963490147144,1,0.5008434220217168,1,17.376086024101824,1,7.345011697849259
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24939_edge_closing_0.smt2,0,0.5443748999387026,0,1201.2258336709347,0,1201.7144522909075,0,1201.7398864750285
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5548_safety_0.smt2,0,0.7683567480416968,1,4.128512904979289,1,0.5048660079482943,0,1201.7354769629892
QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25154_terminationG_0.smt2,0,3.196441489038989,0,1201.2462990789209,0,1201.7198617048562,0,792.0104589790571
QF_NIA/20170427-VeryMax/ITS/From_T2__n-46.t2__p4402_terminationG_0.smt2,0,0.5814166619675234,0,1201.2185228969902,0,1201.7296145861037,0,1201.7332148861606
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23091_safety_0.smt2,0,0.7304266600403935,1,2.2164890998974442,1,2.987794084008783,1,603.846897614887
QF_NIA/AProVE/aproveSMT4720540960179932760.smt2,0,0.4494640260236338,1,0.22995566297322512,1,0.5312971931416541,1,0.29459741385653615
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4831_safety_0.smt2,0,0.6902144850464538,1,1.6280103349126875,1,9.861402556998655,0,1201.7547743909527
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTerminationSimple2_false-termination.c__p25000_terminationG_0.smt2,0,0.4628865059930831,1,0.22296747704967856,1,18.147391217993572,1,0.2419801198411733
QF_NIA/20170427-VeryMax/SAT14/1853.smt2,0,1.2418737979605794,1,0.8551395351532847,1,0.3661773670464754,1,0.676751172170043
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23348_terminationG_0.smt2,0,0.876757601974532,1,0.26393777993507683,1,9.782100042095408,1,6.090403737034649
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9570_terminationG_0.smt2,0,1.4593883380293846,1,0.505522022023797,1,1.8867643389385194,1,108.67284181481227
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5484_safety_0.smt2,0,0.8307658650446683,1,0.4721746330615133,1,0.6990509058814496,1,542.450243105879
QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25073_terminationG_0.smt2,0,6.813881445094012,1,156.76013626903296,1,634.846379138995,0,797.4871267399285
QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.t2__terminationS_21_0.smt2,0,1.74111234000884,1,0.35273696994408965,1,3.360475262859836,1,7.078205646947026
QF_NIA/20170427-VeryMax/SAT14/445.smt2,0,0.9643385779345408,1,12.825438970001414,1,0.513722982024774,1,0.41913171112537384
QF_NIA/20170427-VeryMax/SAT14/611.smt2,0,0.9291863780235872,1,5.32434756308794,1,0.8279578268993646,1,0.33685580804012716
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24409_terminationG_0.smt2,0,0.5329291659872979,0,1201.2194467999507,0,1201.7161625451408,0,1201.717443433823
QF_NIA/20170427-VeryMax/SAT14/499.smt2,0,0.6836280450224876,1,0.33231850690208375,1,0.3155308119021356,1,0.6195502169430256
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5705_safety_0.smt2,0,0.7561046850169078,1,0.5858935280703008,1,1.4341545200441033,1,533.3021212520543
QF_NIA/20170427-VeryMax/SAT14/32.smt2,0,0.6119269919581711,1,0.22949407109990716,1,0.2986586301121861,1,0.5101623421069235
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8283_safety_0.smt2,0,0.8091600639745593,1,0.2978120769839734,1,3.625368562992662,1,1.1556711208540946
QF_NIA/20170427-VeryMax/SAT14/1046.smt2,0,0.9053374329814687,1,0.5857650339603424,1,0.4422527449205518,1,2.789600318064913
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-narrowKonv.jar-obl-8__p14410_terminationG_0.smt2,0,0.5570166079560295,1,1.5441459647845477,1,76.73076279391535,0,1201.7183681551833
QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26841_terminationG_0.smt2,0,0.7030158559791744,0,1201.2472872009967,0,1201.715580457123,0,1201.7331292368472
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7379_safety_0.smt2,0,0.9096852639922872,0,1201.2440994440112,0,1201.714194930857,0,1201.719636795111
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30160_safety_0.smt2,0,0.8215840419870801,1,0.2602480468340218,1,2.3406192758120596,1,1.5233887189533561
QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27123_terminationG_0.smt2,0,0.8209488940192387,1,0.524411688093096,1,90.66034546494484,1,651.6049687489867
QF_NIA/20170427-VeryMax/ITS/From_T2__n-5.t2__p4671_terminationG_0.smt2,0,0.6560377120040357,1,1.082274127053097,1,5.513251038035378,1,579.2486372410785
QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18184_terminationG_0.smt2,0,0.4984010129701346,0,1201.2661393759772,1,2.0702633638866246,0,1201.714339041151
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7577_safety_0.smt2,0,0.878194969962351,1,1.664463764987886,1,0.5482485091779381,0,1201.7307989839464
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__terminationQ_9_0.smt2,0,0.707674374920316,1,3.1519294430036098,0,1201.7117898401339,1,1.9374981930013746
QF_NIA/20170427-VeryMax/SAT14/515.smt2,0,0.7225509029813111,1,1.0672690561041236,1,0.3619477350730449,1,0.4090401961002499
QF_NIA/calypto/problem-005957.cvc.1.smt2,0,0.4155450019752607,1,0.21900792396627367,1,0.2666959229391068,1,0.23144911602139473
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__LessLeaves.jar-obl-10__p10001_edge_closing_0.smt2,0,0.908800385077484,0,1201.2369250769261,0,1201.7134776159655,1,671.9745080699213
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p5368_safety_0.smt2,0,0.7718093059957027,1,2.081364968093112,1,5.939372434979305,1,13.232403059955686
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Main.jar-obl-11__terminationS_9_0.smt2,0,1.2871092960704118,1,0.29350745282135904,1,2.9589907028712332,1,6.6254370720125735
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31778_safety_0.smt2,0,0.7882999470457435,0,1201.2489466939587,0,1201.7170748619828,0,1201.7176005600486
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_05.jar-obl-9__p11231_edge_closing_0.smt2,0,0.5089362260187045,0,1201.3488739151508,1,949.4569003339857,0,1201.7231843341142
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__List.jar-obl-12__p10201_safety_0.smt2,0,0.5495713950367644,1,1.4544567649718374,1,186.1699580771383,0,1201.7205129379872
QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2__p26366_safety_0.smt2,0,0.4596244749845937,1,0.33504953188821673,1,2.618385920068249,1,0.3213872970081866
QF_NIA/20170427-VeryMax/ITS/From_T2__java_DivMinus2.c.t2__p2415_terminationG_0.smt2,0,0.8879246129654348,1,2.6944527740124613,1,13.594499913044274,1,504.55961409094743
QF_NIA/20170427-VeryMax/SAT14/1024.smt2,0,0.9089736229507253,1,0.32380206510424614,1,0.7128050308674574,1,0.7545872540213168
QF_NIA/20170427-VeryMax/ITS/From_T2__broydn.t2__term_unfeasibility_8_0.smt2,0,0.8836771100759506,1,1.6979980319738388,1,3.5520211348775774,1,52.10658802604303
QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationS_3_0.smt2,0,1.1230447679990903,1,0.3326382809318602,1,22.519405625062063,0,1201.731881418964
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14028_terminationG_0.smt2,0,0.46682529896497726,1,0.3405422188807279,1,1.2690586799290031,0,1201.7470469418913
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30658_safety_0.smt2,0,0.7436012340476736,1,9.71084075793624,1,5.442235927097499,1,447.87310802191496
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__AlternatingGrowReduceRec2.jar-obl-9__terminationS_2_0.smt2,0,0.5159942699829116,1,0.28690866800025105,1,29.096453417791054,1,421.38043939415365
