path,SMT-RAT,,SMTInterpol,,Yices2,,Z3alpha,,cvc5,
,solved,runtime,solved,runtime,solved,runtime,solved,runtime,solved,runtime
QF_NRA/hycomp/ball_count_2d_slope.03.seq_lazy_linear_enc_global_15.smt2,0,1201.711705188005,1,1.3511036209529266,1,0.247415291989455,1,0.3960737239976879,1,0.29097715599345975
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0308.smt2,1,0.21466986002633348,0,0.4385940450010821,1,0.24350845799199305,1,0.26731513801496476,1,0.22257897499366663
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0307.smt2,1,0.26960534302634187,0,0.44034961494617164,1,0.2622503149905242,1,0.30922743200790137,1,0.23228140699211508
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0679.smt2,1,0.2205184689955786,0,0.45989124197512865,1,0.21936995899886824,1,0.30083492601988837,1,0.23601477599004284
QF_NRA/20200911-Pine/1599121978844246000.smt2,1,0.41539718201966025,0,0.4327232609502971,1,0.2436380280123558,1,0.2701064819993917,1,0.3296084599860478
QF_NRA/hycomp/ball_count_2d_hill.03.seq_lazy_linear_enc_global_14.smt2,0,1201.717516019009,0,1.1017639189958572,0,1201.251202445972,0,1201.718146461004,0,1201.7419878130022
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_copy4_ground.i_3_2_2.bpl_5.smt2,1,42.878726927010575,0,0.6958188359858468,0,1201.2262769929948,0,1201.7193705590034,0,1201.7167249679915
QF_NRA/LassoRanker/CooperatingT2/polyrank4.t2.c_Iteration3_Loop_4-pieceTemplate.smt2,1,58.496619773999555,0,0.9418122179340571,0,1201.220507023012,1,99.193849829986,1,6.884435628016945
QF_NRA/2019-ezsmt/reverseFolding/26-reverse_folding-0-0.smt2,0,1201.7104390510067,1,52.30449495802168,1,0.9839862940134481,1,9.14059956301935,1,9.823671706981258
QF_NRA/meti-tarski/atan/problem/2/atan-problem-2-chunk-0111.smt2,1,0.21932620700681582,0,0.4233835480408743,1,0.2233489599893801,1,0.28966894300538115,1,0.2705147870001383
QF_NRA/hycomp/ball_count_2d_hill_simple.03.redlog_global_8.smt2,1,0.9227220120083075,0,0.8496912609552965,1,0.27733037900179625,1,96.76367509999545,0,1201.7152972549957
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0286.smt2,1,0.24956184200709686,0,0.4169354139594361,1,0.2227744809933938,1,0.2670125280274078,1,0.22598629398271441
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0257.smt2,1,0.5339575429970864,0,0.4556871820241213,1,0.21895581201533787,1,0.29998627500026487,1,0.2336924500123132
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/functions1.i_3_5_2.bpl_9.smt2,0,1201.736971927021,0,0.6295939879491925,1,257.5524490720127,1,214.1762673750054,0,1201.7215374990192
QF_NRA/hycomp/ball_count_1d_plain.02.seq_lazy_linear_enc_global_15.smt2,1,1.1902768299914896,1,1.0122495800023898,1,0.22275402600644156,1,0.28108181001152843,1,0.2435217449965421
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0455.smt2,1,0.21595985398744233,0,0.4297843830427155,1,0.23093697900185362,1,0.27297646398073994,1,0.22533678499166854
QF_NRA/hycomp/ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_4.smt2,1,0.5510170119814575,0,0.758737437077798,1,0.22342828699038364,1,0.30766288499580696,1,0.23672142598661594
QF_NRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig7a_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2,0,1201.7151007089997,0,5.917444176971912,1,5.759006129024783,1,3.2579097660200205,1,7.19204488399555
QF_NRA/meti-tarski/sqrt/problem/13/sqrt1/sqrt-problem-13-sqrt1-chunk-0012.smt2,1,0.23518218999379314,0,0.40420674602501094,1,0.2175938239961397,1,0.2988117519998923,1,0.25703388298279606
QF_NRA/hycomp/ball_count_2d_hill.10.seq_lazy_global_10.smt2,1,7.22007358900737,1,1.1060554470168427,1,0.2271660380065441,1,15.304420269996626,1,0.25889070800621994
QF_NRA/hycomp/ball_count_2d_plain.02.redlog_global_15.smt2,1,2.6443624309904408,1,1.1777857879642397,1,0.22873089602217078,1,0.2882532249786891,1,0.2861767360009253
QF_NRA/meti-tarski/sqrt/problem/12vars3/sqrt-problem-12vars3-chunk-0023.smt2,1,0.21526223499677144,0,0.4002093760063872,1,0.23529519498697482,1,0.26903706599841826,1,0.22136723599396646
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_copyInitSum2_ground.i_3_2_2.bpl_5.smt2,1,13.171531220985344,0,0.6036850850796327,1,29.35547857300844,0,1201.7144857819949,0,1201.7241047769785
QF_NRA/hycomp/ball_count_1d_plain.01.seq_lazy_lemmas_global_2.smt2,1,0.2648059169878252,0,0.5541439850348979,1,0.22372368499054573,1,0.2694657589890994,1,0.23945969698252156
QF_NRA/hycomp/ball_count_2d_slope.04.seq_lazy_lemmas_global_15.smt2,0,1201.713802688988,1,1.7277888460084796,1,0.2826056990015786,1,0.8154573619831353,1,0.3230425500078127
QF_NRA/hycomp/ball_count_2d_slope.03.seq_lazy_global_6.smt2,1,6.271373775001848,0,0.8747943009948358,1,0.28441366500919685,1,15.286224059003871,1,0.48200615600217134
