path,SMTInterpol,,cvc5,,iProver,
,solved,runtime,solved,runtime,solved,runtime
ALIA/20230321-UltimateAutomizerSvcomp2023/list_and_tree_cnstr-1.i_55.smt2,0,0.9537409680197015,0,2.456923672929406,0,1201.7491294429637
ALIA/20230321-UltimateAutomizerSvcomp2023/dll_circular_traversal-2.i_47.smt2,0,0.6683228239999153,0,0.4227697351016104,0,1201.7425969629548
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_84.smt2,0,1201.7180693589617,0,1201.7113308629487,0,1201.7343314150348
ALIA/20230321-UltimateAutomizerSvcomp2023/simple-2.i_45.smt2,0,0.4921602350077592,0,2.7842052541673183,0,1201.7199889048934
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-reverse.i_39.smt2,1,0.5046582209761254,1,0.24310812703333795,0,1201.739559194073
ALIA/20230321-UltimateAutomizerSvcomp2023/ex3_forlist.i_54.smt2,0,0.6122711389907636,0,1201.7127784709446,0,1201.728563372977
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_1.smt2,0,1202.2440137100057,0,0.42421538894996047,0,1201.7721773230005
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_update_all_reverse.i_194.smt2,0,0.6237005069851875,0,1201.712317645084,0,1201.729543026071
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_31.smt2,1,3.7972010929952376,1,0.2563534858636558,1,2.4217188581824303
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_remove_all.i_15.smt2,0,1201.717413217004,0,1201.7185255289078,0,1201.724011886865
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_101.smt2,1,124.85267276602099,0,1201.7225365152117,1,3.901631098939106
ALIA/20230321-UltimateAutomizerSvcomp2023/sll2n_prepend_equal.i_50.smt2,0,0.45679511898197234,0,0.3564194589853287,0,1201.749476928031
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_update_all_reverse.i_152.smt2,0,0.7464975190232508,0,1201.7116131919902,0,1201.731553990161
ALIA/20230321-UltimateAutomizerSvcomp2023/sll2c_insert_unequal.i_50.smt2,0,0.4682680460391566,0,0.5255320109426975,0,1201.721925433958
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_74.smt2,0,1202.7425565080484,1,0.30233338195830584,1,4.92714697890915
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_54.smt2,0,1201.7158441430074,0,0.8198386030271649,0,1201.7867637779564
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_40.smt2,0,1202.7482530680136,1,0.3717396028805524,0,1201.7360552670434
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-rb-sentinel-1.i_1.smt2,1,0.6938930680043995,1,0.27311062812805176,1,35.49428298091516
ALIA/20230321-UltimateAutomizerSvcomp2023/dancing.i_7.smt2,0,0.5237649549962953,0,2.250187966041267,0,1201.7246306941379
ALIA/20230321-UltimateAutomizerSvcomp2023/sll2n_update_all_reverse.i_3.smt2,0,0.6085397530114278,0,1201.7153465501033,0,1201.729549198877
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-1.i_37.smt2,0,1201.743476099975,0,1201.7127019639593,0,1201.7228960909415
ALIA/20230321-UltimateAutomizerSvcomp2023/sll2n_prepend_equal.i_35.smt2,0,1201.7455564449774,0,1201.715413998114,0,1201.72158003808
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_73.smt2,0,1202.7340749609866,1,0.30065738898701966,1,84.5371344089508
