path,SMTInterpol,,Yices2,,cvc5,,iProver,
,solved,runtime,solved,runtime,solved,runtime,solved,runtime
UF/sledgehammer/Hoare/uf.561591.smt2,0,1202.7528658380033,0,1201.252226531,0,1201.7224730399903,0,1201.7269799429996
UF/20170428-Barrett/cdt-cade2015/nada/gandl/bird_tree/x2015_09_10_16_54_47_187_1030133.smt_in.smt2,0,1202.718515431974,1,0.22720585400384152,1,0.4315106838475913,1,1.8596253680007067
UF/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1497100.smt2,0,343.56873043900123,0,1201.2805153490044,1,813.3440122168977,0,1201.7296902359994
UF/misc/set9.smt2,0,1202.7435611250112,0,1201.2760267050035,1,491.41948821907863,1,0.849347684001259
UF/sledgehammer/Arrow_Order/uf.636833.smt2,0,1201.7449677390396,0,1201.5216739550015,1,0.4178002499975264,0,1201.7294410659997
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_49_50_363_1211648.smt_in.smt2,0,1202.7476632629987,0,1201.255583156999,1,0.3261882250662893,1,176.54899851499977
UF/sledgehammer/Arrow_Order/uf.827584.smt2,0,1201.7119043620187,0,1201.487633673005,0,1201.7120904128533,0,1201.7223311489997
UF/sledgehammer/QEpres/uf.812834.smt2,0,1202.725465431984,0,1201.511507416999,0,1201.7114788831677,0,1201.725939281001
UF/sledgehammer/Hoare/uf.1067340.smt2,0,566.3206716770073,0,1201.371412651999,0,1201.7125724179205,0,1201.723490848999
UF/grasshopper/instantiated/insert_loop_invariant_24_5.smt2,1,77.92707113799406,1,0.2396200469956966,1,0.3063555720727891,1,1.8222605269984342
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_47_32_009_1038075.smt_in.smt2,0,1202.7183057189686,0,1201.4450095129978,0,1201.7139220910612,0,1201.7439221599998
UF/sledgehammer/QEpres/uf.777759.smt2,0,388.6096020049881,0,1201.457173415998,0,1201.7139981130604,0,1201.7396486870002
UF/sledgehammer/QEpres/uf.847076.smt2,0,1202.7433589159627,1,0.2501384520001011,1,0.3547661348711699,0,287.1782950929992
UF/grasshopper/uninstantiated/rec_filter_precondition_of_rec_filter_18_10.smt2,1,32.10527149902191,1,0.23252782700001262,1,0.22781873308122158,1,0.8609038089998649
UF/sledgehammer/TwoSquares/uf.815613.smt2,0,1202.743581268005,0,1201.2974079589985,1,543.1470982930623,0,1201.7237587059972
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.767018.smt2,0,1202.7573831030168,0,1201.3911751169944,0,1201.7113199899904,0,1201.7223351909997
UF/sledgehammer/Hoare/uf.905772.smt2,0,1202.215091902006,0,1201.3540549669997,1,541.0280520920642,0,1201.7230228080007
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_53_33_398_1325885.smt_in.smt2,0,1202.7227892070077,0,1201.3710393369984,0,1201.7151916599832,0,1201.7411805190004
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_07_55_336_2276229.smt_in.smt2,0,1202.7199605049682,0,1201.4674559179984,0,1201.7144924709573,0,1201.7194422510001
UF/sledgehammer/NS_Shared/smtlib.589172.smt2,0,4.033733758027665,0,1201.2540493639972,1,1.9904943949077278,1,0.8932192280008167
UF/sledgehammer/Hoare/uf.679529.smt2,0,1201.7116099960404,0,1201.373321375002,1,540.4483366960194,1,0.8584542390017305
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_18_01_561_2821918.smt_in.smt2,0,1202.218158505042,0,1201.4592179839965,0,1201.7118523949757,0,1201.7150571539987
UF/sledgehammer/QEpres/uf.588241.smt2,0,1202.747964670998,0,1201.2653680980002,1,53.22442767699249,1,10.43525144799787
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1439764.smt2,0,555.7194106059615,0,1201.291061041,0,1201.7184588380624,0,1201.733301966
UF/sledgehammer/NS_Shared/uf.871419.smt2,0,1202.743215449038,0,1201.2856826700008,0,1201.7163927329239,0,1201.7229951990012
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.666184.smt2,0,1202.7492505490081,0,1201.2757149730023,0,1201.7220078259706,0,1201.7360103309984
UF/sledgehammer/TwoSquares/uf.593473.smt2,0,1202.7545908999746,0,1201.3034396980001,0,1201.7110045521986,0,1201.7363653619977
UF/sledgehammer/TwoSquares/uf.776191.smt2,0,1202.7237373639946,0,1201.2859906020021,1,588.3179764519446,1,21.95232507699984
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.632822.smt2,0,1202.7204966060235,0,1201.3975762129994,0,1201.7198238079436,0,1201.7178356700006
UF/sledgehammer/Hoare/uf.1101275.smt2,0,1201.7113791379961,0,1201.3733157000024,0,1201.7476593391038,0,1201.7468983529998
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_48_14_076_1100461.smt_in.smt2,0,1202.7196608880186,0,1201.4394988670028,0,1201.7148171660956,0,1201.7254065839988
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_17_00_27_445_1350796.smt_in.smt2,0,1201.7112488120329,0,1201.3380722069996,0,1201.745481721824,0,1201.7348013539995
UF/sledgehammer/Arrow_Order/uf.644073.smt2,0,1202.2127743250458,1,0.59973978799826,1,0.38547815615311265,1,3.9163375140014978
UF/sledgehammer/TwoSquares/uf.757144.smt2,0,1202.744400665979,0,1201.2361285809966,1,0.38079318893142045,1,1.386148093999509
UF/sledgehammer/StrongNorm/uf.568762.smt2,0,1202.7460812220233,0,1201.3861314640017,0,1201.7118088761345,0,1201.7422611260008
UF/20201221-induction-by-reflection-schoisswohl/reflectiveConjecture/contraposition-1.smt2,0,1201.7207449119887,0,1201.282888185,1,0.23609951604157686,1,156.56800797100004
UF/sledgehammer/FFT/uf.904748.smt2,0,1202.7185743489536,0,1201.307498901002,1,540.4398958708625,1,0.8391083709993836
UF/sledgehammer/StrongNorm/uf.623833.smt2,0,1202.7178478669957,0,1201.2373903869957,0,1201.7314429951366,0,1201.7627040879997
UF/20170428-Barrett/cdt-cade2015/nada/afp/llist2/x2015_09_10_16_55_40_923_1291238.smt_in.smt2,0,667.7707098440151,0,1201.4446352899977,1,8.886477592168376,1,105.43802257700008
UF/sledgehammer/NS_Shared/smtlib.871313.smt2,0,1202.722149718029,0,1201.3326980089987,0,1201.7128580641001,0,1201.7203695140015
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_05_203_2369998.smt_in.smt2,0,1202.7424363750033,0,1201.324181128999,0,1201.7248065338936,0,1201.7355457190006
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1403147.smt2,0,1202.7187392479973,1,85.49787276699499,1,31.842633455060422,1,0.8362160960023175
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.597996.smt2,0,1202.7427161910455,0,1201.3996043980005,0,1201.72502734093,0,1201.732046543002
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_18_40_435_2845937.smt_in.smt2,0,1202.7472841139534,0,1201.392016040998,1,541.8813729968388,0,1201.730786491
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_09_233_2047000.smt_in.smt2,0,1202.7770263300044,0,1201.3693854189987,0,1201.7104207060765,0,1201.7243316880013
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_59_52_448_1944235.smt_in.smt2,0,1202.7696330450126,0,1201.3464260709952,1,541.0031668380834,0,1201.7351118789993
UF/20170428-Barrett/cdt-cade2015/nada/distro/process/x2015_09_10_16_46_02_139_1005854.smt_in.smt2,0,1202.742317383003,0,1201.4488168780008,1,1.735459138872102,0,1201.7288864469992
UF/sledgehammer/TypeSafe/uf.758991.smt2,0,490.31954364996636,0,1201.2395168129951,1,542.8722482370213,0,1201.7179113440015
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1354820.smt2,0,1202.7185815920238,0,1201.4584594570006,0,1201.7109212731011,0,1201.7219583429996
UF/sledgehammer/FFT/uf.826132.smt2,0,1202.7449962650426,0,1201.2897769929987,1,540.6364612658508,1,0.9514418430007936
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_53_32_659_1294866.smt_in.smt2,0,1201.7152202599682,0,1201.300528118998,1,193.49218604899943,0,1201.7316537439983
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_17_00_04_506_1961807.smt_in.smt2,0,1202.7722266179626,0,1201.3000550150027,0,1201.7295094828587,0,1201.7306283850012
UF/sledgehammer/TwoSquares/uf.680734.smt2,0,1202.7234834839473,0,1201.2907788090015,1,0.34598912112414837,0,1201.753747540999
UF/20170428-Barrett/cdt-cade2015/nada/afp/sorted_list_operations/x2015_09_10_16_47_34_588_1060200.smt_in.smt2,0,1202.7201847969554,0,1201.4439748090008,0,1201.7498432628345,0,1201.752913774999
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_06_35_103_2166796.smt_in.smt2,1,1.4726222379831597,1,0.2203812640000251,1,0.2759086180012673,1,1.9535737429996516
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1305911.smt2,0,987.6405320850317,0,1201.3378309809996,0,1201.7131790979765,0,1201.7310342659985
UF/sledgehammer/FFT/uf.707472.smt2,0,1202.7246828780044,0,1201.2727600729995,1,541.1078816049267,0,1201.7321093589999
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_52_16_446_1184031.smt_in.smt2,0,1201.7119367989944,1,1078.2374490859984,1,392.02369456505403,0,1201.7301683670012
UF/20170428-Barrett/cdt-cade2015/nada/gandl/cotree/x2015_09_10_16_50_42_643_1073921.smt_in.smt2,0,1202.7198934190092,0,1201.5817657360021,0,1201.7306558559649,0,1201.7269886960003
UF/grasshopper/uninstantiated/rec_reverse_acc_postcondition_of_rec_reverse_acc_19_4.smt2,0,1201.7149874299648,1,0.34702859399840236,1,1.1980352569371462,1,0.908822590001364
UF/sledgehammer/TwoSquares/uf.621210.smt2,0,501.07135912397644,0,1201.2798333729952,0,1201.711690818891,0,1201.7582971379998
UF/sledgehammer/Hoare/uf.1185881.smt2,0,1202.745759477024,0,1201.2725563710046,1,0.2659547310322523,1,0.8422309749985288
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_46_17_382_976045.smt_in.smt2,0,1202.746383938007,0,1201.3737152350004,0,1201.7117116278969,0,1201.7243953819998
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_55_23_729_1400068.smt_in.smt2,0,1202.7448417650303,0,1201.395017832001,0,1201.7155938080978,0,1201.7267692859969
UF/sledgehammer/QEpres/uf.932105.smt2,0,1202.7475660989876,0,1201.467053182998,1,35.96370268496685,0,1201.7339786100001
UF/sledgehammer/Hoare/uf.628776.smt2,0,1202.745735209959,0,1201.4007863590014,1,10.14868739200756,0,1201.7301621740007
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1198393.smt2,0,1065.3902943310095,0,1201.2708717969945,1,0.34218214894644916,1,204.50810505199843
UF/sledgehammer/TypeSafe/uf.939289.smt2,0,1202.7260239339666,0,1201.2277111950025,0,1201.711267318111,0,1201.7234700070003
UF/sledgehammer/FFT/uf.828620.smt2,0,1202.7477577680256,0,1201.2834355369996,0,1201.7113937048707,0,1201.7529749669993
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_17_00_58_384_1387951.smt_in.smt2,0,1201.743734047981,0,1201.4367406279998,0,1201.7140956139192,0,1201.7507254230004
UF/20170428-Barrett/cdt-cade2015/nada/distro/parallel/x2015_09_10_16_57_14_271_1048482.smt_in.smt2,1,1.5983345700078644,1,142.58355898800073,1,0.27579987584613264,1,0.840650182999525
UF/sledgehammer/QEpres/uf.889661.smt2,0,1202.7189736170112,0,1201.532676490002,1,30.33777606417425,1,1.3827371500010486
UF/sledgehammer/Hoare/uf.1067668.smt2,0,1202.2167660740088,0,1201.2599201720004,1,540.4794866668526,1,0.8842253990005702
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_57_05_666_1743239.smt_in.smt2,0,1202.7489340739558,0,1201.263576321995,0,1201.7405631269794,0,1201.7269224709999
UF/sledgehammer/Arrow_Order/smtlib.663965.smt2,0,1201.7132070040097,1,0.3141668980024406,1,0.45899729197844863,1,442.1426289919982
UF/sledgehammer/StrongNorm/uf.726932.smt2,0,1201.7115169960307,0,1201.3004171600041,0,1201.7120465189219,0,1201.7296150149996
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.791773.smt2,0,1202.720022641006,0,1201.3809988839967,1,540.6064513318706,1,302.55345447500076
UF/sledgehammer/StrongNorm/uf.723796.smt2,0,1202.217467827024,0,1201.4485397600001,0,1201.7144555840641,0,1201.723033536
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_10_35_879_2486994.smt_in.smt2,1,5.581946166988928,1,0.2775971539958846,1,0.3470941239502281,1,1.9399084969991236
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_50_51_721_1063468.smt_in.smt2,1,727.1404180709505,0,1201.3877337940066,1,0.30857960297726095,1,3.857044878999659
UF/20170428-Barrett/cdt-cade2015/nada/distro/koenig/x2015_09_10_16_44_57_238_996899.smt_in.smt2,0,1201.7149778319872,0,1201.5237023880036,0,1201.7158625870943,0,1201.7241297660003
UF/sledgehammer/Arrow_Order/uf.851581.smt2,0,1201.7150668210234,0,1201.3618968500014,1,5.680509135127068,1,13.362888632998875
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1107055.smt2,0,1202.7246173149906,0,1201.2377699479985,0,1201.710758503992,0,1201.7396037939998
UF/sledgehammer/TypeSafe/smtlib.643748.smt2,0,844.0284461210249,0,1201.2240065060032,0,1201.7138053728268,0,1201.7260147479992
UF/sledgehammer/FFT/uf.841513.smt2,0,911.1377197619877,0,1201.3824571529985,1,540.8842729551252,0,1201.722290566002
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_57_50_915_1169708.smt_in.smt2,0,1201.713920915965,0,1201.6787096949993,0,1201.7176608659793,0,1201.738245517001
UF/sledgehammer/QEpres/uf.1032671.smt2,0,1202.7177103739814,0,1201.449257454995,0,1201.7107426819857,0,1201.7139604950007
UF/sledgehammer/Hoare/uf.986404.smt2,0,1201.7148698600358,0,1201.278610899004,0,1201.71848089993,0,1201.7360799439994
UF/sledgehammer/TwoSquares/uf.715927.smt2,0,1202.723622032965,0,1201.2306238480014,1,540.4846286091488,1,0.8362520499995298
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_47_45_106_1071337.smt_in.smt2,0,1202.7202955009998,0,1201.2921087639988,0,1201.7133256839588,0,1201.7244696880007
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_51_21_619_1308340.smt_in.smt2,0,285.9837839009706,0,1201.3823850090048,0,1201.7210353650153,0,1201.7432004940001
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_56_02_577_1431438.smt_in.smt2,0,1184.9291227370268,0,1201.3047429819999,0,1201.7415930558927,0,1201.7448317219987
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.758943.smt2,0,1202.7228910249542,0,1201.3063443749998,0,1201.737941363128,0,1201.7325518300004
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_48_37_874_1139227.smt_in.smt2,1,12.198206415981986,1,0.8717315440007951,1,0.3502029438968748,1,2.34431205600049
UF/20170428-Barrett/cdt-cade2015/nada/afp/koenigslemma/x2015_09_10_16_53_15_067_1124217.smt_in.smt2,1,40.12248220498441,1,1.3614370439972845,1,30.662300526862964,1,3.389674105999802
UF/sledgehammer/FFT/uf.804735.smt2,0,1170.3973407899612,0,1201.3361043529985,1,544.9107074348722,0,1201.7313065689996
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_59_11_590_1883244.smt_in.smt2,0,1202.222069889016,0,1201.354039304002,0,1201.728905966971,0,1201.7475076259998
UF/sledgehammer/FFT/uf.815638.smt2,0,1202.7198754650308,0,1201.309105704,1,540.818364924984,0,1201.7276939000003
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_59_02_895_1871234.smt_in.smt2,0,1202.7187421660055,0,1201.2832205020022,1,0.7965240159537643,0,1201.729082718999
UF/sledgehammer/TypeSafe/smtlib.1504231.smt2,0,1202.7442802800215,0,1201.230208908004,1,542.2566440270748,1,120.52465711499826
UF/sledgehammer/FFT/uf.580329.smt2,0,1202.7430373789975,0,1201.2439180869987,0,1201.7102125589736,0,1201.7236822619998
UF/sledgehammer/TwoSquares/uf.715617.smt2,0,1202.7409464989905,0,1201.290288434,0,1201.7112776210997,0,1201.7517234700026
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_46_50_266_1023133.smt_in.smt2,0,1201.7141093899845,0,1201.4160125650014,0,1201.712092797039,0,1201.7247312859981
UF/sledgehammer/QEpres/uf.734480.smt2,0,1202.719083746022,0,1201.2413656200006,0,1201.7263332721777,0,1201.7331176740008
UF/sledgehammer/Fundamental_Theorem_Algebra/smtlib.716650.smt2,0,1202.7212141920463,0,1201.3256777630013,1,541.9450068639126,0,1201.741612060001
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_50_17_193_1023944.smt_in.smt2,0,1202.7202430560137,0,1201.3653314780022,0,1201.710983975092,0,1201.7265275610007
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_03_416_1225264.smt_in.smt2,0,1202.718694842013,0,1201.3128468129944,0,1201.7143608240876,0,1201.7280075400013
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.808186.smt2,0,1201.7199696900207,0,1201.244266847003,1,150.48191343108192,1,0.8519980180026323
UF/sledgehammer/FFT/uf.570035.smt2,0,1184.7080851040082,0,1201.323367539997,0,1201.7378211650066,0,1201.731905572
UF/sledgehammer/StrongNorm/uf.668232.smt2,0,982.8762000949937,0,1201.3774090750012,0,1201.7133843761403,0,1201.722846921999
UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_51_17_913_1051015.smt_in.smt2,0,1202.72392600897,0,1201.2733887319991,0,1201.711590507999,0,1201.7316317520017
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_47_42_704_1068785.smt_in.smt2,0,1202.721468751959,0,1201.2772106120028,0,1201.7148542271461,0,1201.767860719001
UF/sledgehammer/FFT/uf.750248.smt2,0,1202.719143430004,0,1201.308735303006,1,541.8477025330067,0,1201.7255225400004
UF/sledgehammer/Hoare/uf.763696.smt2,0,1202.757131115999,0,1201.491645782,0,1201.7140961259138,0,1201.767152362001
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.966472.smt2,0,685.1105497420067,0,1201.237174134003,0,1201.7135044478346,0,1201.7232793090006
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_13_890_1811661.smt_in.smt2,0,1202.7725446609547,0,1201.5338370160025,0,1201.7153310109861,0,1201.7514697820006
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_53_42_006_1304080.smt_in.smt2,0,890.447802802024,0,1201.3006407290013,0,1201.7178303110413,0,1201.729150414998
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_17_00_14_156_1336973.smt_in.smt2,0,1202.7150893129874,0,1201.276515690006,0,1201.7176813289989,0,1201.7496378450014
UF/20170428-Barrett/cdt-cade2015/nada/afp/koenigslemma/x2015_09_10_16_54_25_871_1168153.smt_in.smt2,0,1201.7161597069935,0,1201.4601870080005,1,0.26745076896622777,1,273.0881090920011
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1273113.smt2,0,293.0938774459646,0,1201.4423436080033,1,544.7120355481748,0,1201.7227783739982
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_51_58_310_1211379.smt_in.smt2,0,1202.7509070659871,0,1201.458345082996,0,1201.7159301228821,0,1201.7217953289983
UF/sledgehammer/TwoSquares/uf.774154.smt2,0,1163.5957330790116,0,1201.291678777001,0,1201.7119391132146,0,1201.722365468002
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_54_47_428_1460395.smt_in.smt2,0,1202.7440534820198,0,1201.3573680900008,0,1201.7157955667935,0,1201.7446650829988
UF/sledgehammer/FFT/uf.874531.smt2,0,1202.7566022839746,0,1201.3727485629934,0,1201.723682921147,0,1201.7253207000012
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_51_30_148_1188795.smt_in.smt2,1,2.220356220030226,1,0.30356841800676193,1,0.30043097003363073,1,1.8516971659992123
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_55_21_695_1531241.smt_in.smt2,0,1201.7109809670364,0,1201.369188994002,0,1201.712075568037,0,1201.7254975960022
UF/sledgehammer/FFT/uf.913826.smt2,0,1202.748761300987,0,1201.4558168379954,0,1201.724639307009,0,1201.7255135100022
UF/sledgehammer/FFT/uf.870535.smt2,0,1097.061996584991,0,1201.283116177001,1,540.6630452889949,0,1201.7378815320008
UF/sledgehammer/NS_Shared/uf.742193.smt2,0,1202.7211221120087,0,1201.2573028410043,0,1201.725565103814,0,1201.7143205110006
UF/sledgehammer/TypeSafe/smtlib.1501034.smt2,0,1202.7321599990246,0,1201.232351875995,0,1201.7114824771415,0,1201.748070335998
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_47_08_457_1044000.smt_in.smt2,0,1202.7378706950112,0,1201.3750778119975,0,1201.7430377190467,0,1201.7340930810005
UF/sledgehammer/FFT/uf.552859.smt2,0,1202.7438019519905,1,0.3002954210023745,1,1.271473074099049,1,14.938164584000333
UF/grasshopper/instantiated/copy_postcondition_of_copy_25_2.smt2,1,77.14182263502153,1,0.23661494300176855,1,0.5188767141662538,1,0.8370039179972082
